appmag,distancefromearth,errdistance,colorindex,absolutemag,TargetClass
5.59,10.02,0.86,1.325,15.594339,0
7.39,4.61,0.63,1.107,15.708504,0
9.99,1.64,1.55,0.131,16.064219,1
9.04,4.36,1.15,0.515,17.237432,1
9.24,63.03,1.98,1.39,23.237736,1
8.3,10.9,1.14,0.501,18.487133,1
7.6,2.87,0.88,1.62,14.88941,0
8.94,1.59,1.32,1.181,14.946985,1
8.88,4.78,1.23,1.14,17.27714,0
6.9,8.73,0.76,0.508,16.605072,0
6.15,2.93,0.82,1.652,13.484339,0
8.59,-0.56,0.85,0.36,12.33094,0
9.53,7.42,1.19,0.41,18.882019,1
8.43,3.34,0.95,0.9,16.048733,0
7.7,5.99,0.96,1.198,16.587135,0
7.35,7.19,0.78,0.501,16.633644,1
7.22,1.73,0.6,0.054,13.410231,1
8.93,4.76,1.15,0.31,17.318035,1
8.29,4.14,1.15,1.323,16.375002,0
6.6,5.84,0.78,1.153,15.432064,1
8.71,1.19,0.8,0.864,14.087735,0
8.8,2.32,0.88,1.147,15.6274395,0
9.36,2.79,1.4,0.586,16.58802,1
8.64,1.96,0.95,0.889,15.101281,0
9.84,5.59,1.26,0.723,18.57706,1
9.64,5.79,1.32,0.519,18.453392,1
9.14,10.8,1.19,0.612,19.307121,1
9.32,3.94,1.17,0.319,17.297482,1
3.69,5.46,0.61,-0.196,12.375963,1
8.61,11.16,1.47,0.572,18.84832,1
9.32,5.98,1.22,0.48,18.203506,1
9.48,5.55,1.16,0.668,18.201466,1
9.83,14.46,1.29,0.837,20.63084,1
9.33,2.59,1.08,1.068,16.3965,1
8.13,6.91,1.13,0.97,17.327389,0
8.59,2.76,0.85,1.042,15.794546,0
9.1,6.19,3.26,0.484,18.058453,1
6.33,7.55,0.82,0.182,15.719735,1
8.98,0.66,1.35,1.311,13.077719,0
10.01,17.3,1.52,1.075,21.200232,1
5.56,7.96,0.6,-0.052,15.064566,1
5.66,7.64,0.83,1.35,15.075466,0
9.11,-0.74,1.29,0.473,13.456158,0
9.9,5.53,1.37,0.53,18.613625,1
9.32,7.11,1.38,0.41,18.579348,1
9.99,3.69,1.45,0.532,17.82513,1
7.97,0.09,0.96,2.21,7.741212,0
9.59,11.07,2.56,0.846,19.810738,1
9.29,5.16,1.35,0.4,17.853249,1
9.39,5.83,1.58,0.513,18.218344,1
9.85,1.1,1.55,0.74,15.056964,1
8.3,0.1,0.89,-0.111,8.3,0
8.83,5.72,2.06,0.6,17.61698,1
8.86,2.8,1.11,0.14,16.09579,0
8.96,3.62,1.78,1.022,16.753544,0
7.29,2.69,0.7,1.461,14.438762,0
8.68,7.95,1.08,0.588,18.181835,1
7.74,6.34,0.8,0.26,16.750446,1
8.4,10.48,1.17,0.627,18.501806,1
9.35,7.31,1.17,0.529,18.669586,1
8.85,10.52,1.12,0.52,18.96008,1
7.47,1.69,0.61,1.375,13.609433,0
8.83,2.57,1.16,1.044,15.879665,0
8.74,1.92,0.83,1.227,15.156506,0
9.74,3.78,1.43,0.463,17.627459,1
8.96,2.44,0.87,1.025,15.89695,0
6.26,5.32,0.74,1.122,14.889559,0
3.27,32.19,0.68,1.268,15.808605,0
9.28,3.33,0.93,0.563,16.892221,1
5.9,8.76,0.72,1.144,15.61252,0
8.64,10.08,1.71,0.969,18.657303,1
8.11,1.98,1.07,0.168,14.593326,1
5.61,4.21,0.84,1.58,13.731411,0
7.91,5.47,1.19,1.091,16.599937,0
7.21,18.56,0.95,0.496,18.55289,1
9.4,5.45,1.36,0.876,18.081982,1
10.16,24.83,1.91,1.19,22.134884,1
9.04,2.72,1.17,0.915,16.212845,0
8.21,1.94,0.7,1.491,14.649009,0
5.84,3.67,0.71,1.612,13.66333,0
6.81,4.23,0.91,1.56,14.941702,0
9.65,7.05,4.02,0.46,18.890945,1
9.27,16.21,1.36,0.804,20.318916,1
9.46,7.59,1.45,0.5,18.86121,1
7.11,0.41,0.83,0.738,10.17392,0
8.68,9.94,1.28,0.528,18.666931,1
8.12,2.31,0.78,1.337,14.93806,0
7.6,4.62,0.93,1.156,15.92321,0
8.31,6.75,0.71,0.354,17.45652,1
6.39,49.05,0.91,0.659,19.843195,1
7.32,16.95,0.78,0.417,18.465849,1
9.26,2.79,1.1,1.07,16.488022,0
8.52,3.91,0.83,1.155,16.480885,0
8.53,2.19,0.98,1.011,15.23222,0
7.15,14.1,0.9,0.964,17.896095,0
6.6,46.73,0.8,0.69,19.947979,1
8.35,0.65,1.02,0.515,12.414567,0
7.55,4.16,0.93,1.015,15.645467,0
7.07,5.22,0.91,1.245,15.658352,0
7.28,1.92,0.69,1.56,13.6965065,0
8.82,6.44,1.24,0.374,17.86443,1
8.32,0.19,0.95,0.495,9.713768,0
8.44,3,1.02,0.068,15.825605,1
9.97,5.66,1.49,0.577,18.734081,1
5.22,7.65,0.52,0.954,14.638308,0
8.22,2.99,1.07,0.859,15.598356,1
9.21,12.92,1.39,0.662,19.766312,1
9.58,5.76,0.89,0.546,18.382113,1
9.6,3.57,1.38,0.552,17.363342,1
8.5,6.38,1.14,0.541,17.524105,1
9.85,4.99,2.26,0.52,18.340504,1
9.24,-1.2,1.28,0.506,14.635906,1
9.23,0.56,1.36,1.728,12.97094,0
9.74,3.87,1.41,0.441,17.678555,1
7.86,13.73,0.88,0.487,18.548353,1
8.07,3.74,0.66,1.236,15.934359,0
8.35,8.11,0.91,0.624,17.895105,1
7.04,3.66,0.89,1.447,14.857406,0
7.83,2.86,0.91,1.199,15.11183,0
6.44,5.67,0.67,0.94,15.207916,1
5.24,45.85,0.66,0.459,18.546696,1
10.14,5.62,1.38,0.585,18.888683,1
9.67,11.43,1.39,0.641,19.960232,1
8.23,2.83,0.93,1.032,15.488932,0
6.78,15.91,0.98,0.348,17.788351,1
6.54,0.02,0.8,2.215,3.0451496,0
6.35,2.24,0.74,-0.027,13.10124,0
9.23,0.65,1.34,0.988,13.294566,0
8.76,3.22,0.83,0.95,16.29928,0
8.72,0.8,1.58,0.39,13.235451,1
9.09,8.34,1.18,0.503,18.695831,1
6.71,11.4,0.71,0.99,16.994524,0
8.27,33.89,0.79,0.863,20.920359,1
7.19,3.15,0.69,1.558,14.681553,0
6.67,4.58,0.95,1.304,14.974328,0
8.74,3.43,0.8,0.104,16.41647,1
8.56,3.42,1.06,1.008,16.230131,1
7.89,62.41,1.6,1.251,21.86627,1
8.44,2.02,0.91,1.33,14.966757,0
7.53,11.79,0.68,0.455,17.88757,1
8.01,2.9,0.98,0.076,15.321991,1
5.58,0.86,0.56,0.407,10.252492,0
8.63,2.49,1.09,1.156,15.610996,0
7.12,2.53,0.86,1.6,14.135603,0
5.9,17.7,0.99,0.944,17.139868,0
8.98,25.79,1.28,0.795,21.037256,1
7.75,7.49,0.9,0.323,17.12241,1
3.32,16.46,22.22,0.885,14.402148,0
7.58,3.43,0.86,1,15.25647,0
8.33,4.23,1.32,1.259,16.461702,0
8.03,3.71,1.13,1.077,15.876869,0
9.1,3.19,0.96,1.113,16.618954,0
9.69,5.6,2.93,0.521,18.430939,1
10.58,0.91,1.71,-0.057,15.375207,1
7.26,3.07,0.71,1.249,14.695692,0
9.92,0.33,2.39,0.632,12.512569,1
9.65,4.53,1.4,0.67,17.93049,1
8.71,3.68,1.2,1.141,16.53924,0
8.64,5.82,0.78,0.348,17.464615,1
8.71,3.54,0.92,1.639,16.455017,0
8.81,14.84,0.83,0.708,19.667171,1
9.22,8.43,1.16,0.441,18.849136,1
4.24,10.43,0.5,1.213,14.331421,0
9.5,20.01,1.32,0.907,21.006235,1
9.72,3.88,4.35,0.724,17.66416,1
8.82,1.39,1.31,0.979,14.535074,0
8.99,0.46,1.08,1.082,12.303789,0
8.53,7.21,1.14,0.909,17.819675,1
7.79,4.52,0.89,1.086,16.065693,0
8.08,5.31,0.94,0.43,16.705473,1
8.87,3.55,1.12,0.545,16.621141,1
6.99,1.18,0.89,0.412,12.34941,0
9.36,5.32,1.09,0.662,17.98956,1
9.02,-1.13,1.13,0.084,14.285393,0
8.19,10.14,0.81,0.48,18.220188,1
8.27,12.5,1,0.577,18.75455,1
7.95,0.87,1.06,1.068,12.647596,0
9.71,19.82,2.27,1.036,21.195518,1
9.68,5.36,1.19,0.513,18.325825,1
8.56,8.48,1.17,0.444,18.20198,1
7.24,4.98,1.04,1.059,15.726147,0
7.68,1.99,1.05,1.491,14.174265,0
8.78,3.92,1.13,0.926,16.74643,1
9.61,7.95,1.51,0.516,19.111835,1
6.24,0.93,0.57,0.332,11.082415,0
8.43,4.55,0.9,1.016,16.720058,0
8.04,4.51,1.2,1.44,16.310883,1
9.09,1.84,1.22,1.083,15.414089,0
6.84,2.47,0.73,1.596,13.803485,0
8.66,4.6,1.09,0.16,16.97379,1
9.21,7.57,1.28,0.574,18.60548,1
8.72,19.26,1.23,0.73,20.143282,1
7.65,10.33,1.22,0.492,17.7205,1
8.3,11.28,0.79,0.524,18.561546,1
9.04,8.25,1.29,0.49,18.622269,1
6.18,7.77,0.72,0.315,15.632105,0
9.69,2.05,1.68,1.393,16.248768,0
8.56,1.37,1,1.972,14.243603,0
7.14,2.43,1,1.028,14.068031,0
5.5,14.39,0.73,0.083,16.290304,1
5.8,80.63,3.03,0.69,20.332481,1
9.17,0.1,1.27,0.984,9.17,0
8.66,4.4,1.01,0.348,16.877262,0
7.84,1.71,0.96,1.274,14.00498,0
8.6,1.02,0.83,1.647,13.643002,0
8.84,2.79,1.5,0.4,16.068022,1
7.27,15.44,0.86,0.418,18.213236,1
7.88,11.15,0.68,0.476,18.116375,1
9.19,4.22,1.07,0.485,17.316563,1
9.6,9.55,1.55,0.712,19.500017,1
7.03,2.26,0.77,1.588,13.800543,0
9.06,9.25,1.31,0.525,18.890709,1
8.75,0.29,1.14,1.771,11.06199,0
6.14,3.07,0.81,1.654,13.575691,0
7.71,2.25,0.98,1.253,14.470913,0
8.61,1.24,1.12,0.978,14.077108,1
7.4,0.53,0.75,0.24,11.021379,0
8.8,0.59,0.82,1.43,12.654261,0
8.76,9.46,1.18,0.494,18.639456,1
8.89,6.6,3.01,0.561,17.98772,1
6.98,3.12,0.91,1.306,14.450773,0
9.38,2.39,1.51,1.098,16.27199,1
5.57,11.17,0.72,1.043,15.8102665,0
8.4,4.44,1.35,1.153,16.636913,0
9.09,9.36,1.24,0.53,18.946379,1
8.71,1.14,0.85,1.04,13.994524,0
8.95,1.89,0.83,1.01,15.332309,0
9.03,4.83,1.29,0.824,17.449734,1
8.6,0.75,0.93,1.5,12.9753065,0
8.71,0.97,1.17,1.367,13.643859,0
8.32,0.95,1.15,1.022,13.208618,0
8.8,4.27,0.87,0.893,16.95214,0
8.39,10.25,0.92,0.469,18.443619,1
6.81,12.5,0.66,0.471,17.29455,1
8.92,8.17,1.89,0.499,18.48111,1
8.49,2.8,1,1.005,15.72579,0
7.14,4.48,0.84,1.01,15.396389,0
8.57,0.27,1.13,1.082,10.726818,0
8.04,2.27,1.03,1.046,14.820129,0
9.72,4.92,2.96,0.914,18.179825,1
8.68,3.48,1.17,1.011,16.387897,0
10.27,3.21,1.75,0.238,17.802525,1
8.41,2.71,0.76,1.572,15.574846,0
7.84,10.36,1.6,0.485,17.9168,1
9.45,4.58,1.36,0.615,17.754328,1
7.3,3.27,1.06,1.078,14.87274,0
7.97,7.59,0.7,0.578,17.371208,1
8.65,6.37,2.29,0.493,17.670696,1
9.34,6.72,0.99,0.471,18.476847,1
9.56,9.59,0.96,0.502,19.469093,1
8.6,3.09,0.84,0.1,16.049793,1
7.46,11.74,0.83,0.368,17.80834,1
7.92,27,1.05,0.656,20.07682,1
8.25,10.52,0.72,0.589,18.360079,1
9.88,7.35,1.74,0.509,19.211437,1
8.34,4.31,1.11,0.409,16.512386,1
9.53,2.96,1.38,1.07,16.88646,0
9.31,10.55,1.26,0.632,19.426262,1
9.1,5.76,1.26,0.682,17.902113,1
8.66,3.71,1.14,0.264,16.50687,0
9.28,8.41,1.26,0.651,18.90398,1
9.66,0.69,1.45,0.899,13.854245,1
7.22,4.29,0.89,1.273,15.382286,0
7.95,4.08,0.96,0.979,16.0033,0
8.41,18.88,1.15,0.701,19.790009,1
8.43,1.93,1.16,0.94,14.857786,0
7.56,19.48,0.76,0.505,19.007944,1
8.55,4.19,1.14,1.357,16.661072,0
9.12,9.92,1.33,0.74,19.102558,1
6.87,-1.15,0.64,0.494,12.173489,0
8.29,13.14,0.97,0.488,18.882977,1
7.52,-0.58,0.87,0.48,11.33714,0
8.54,1.4,0.69,-0.035,14.27064,0
8.85,7.48,1.22,0.264,18.21951,0
8.11,4.05,0.97,0.958,16.147274,0
9.48,-3.01,1.61,1.311,16.872833,0
9.85,4.6,1.18,0.526,18.16379,1
8.55,8.18,0.88,0.401,18.113766,1
9.75,7.24,1.16,0.612,19.048693,1
7.21,7.94,0.88,1.246,16.709103,0
9.56,6.98,1.45,0.567,18.779278,1
6.78,8.63,0.84,0.261,16.460054,1
8.84,3.09,1.2,1.106,16.289793,0
7.23,2.44,1.3,0.287,14.16695,0
5.36,11.68,0.5,0.884,15.697214,0
8.93,5.63,1.22,0.376,17.682543,1
9.17,16.94,0.99,0.78,20.314568,1
8.78,0.16,1.17,1.137,9.8006,0
8.08,3.32,1.05,1.251,15.68569,0
8.53,2.53,1,1.274,15.545603,0
8.97,2.26,1.12,1.294,15.740542,0
9.12,41.45,1.01,1.025,22.207623,1
7.96,4.48,0.69,1.07,16.216389,0
8.61,3.6,1.17,1.487,16.391512,0
6.91,9.69,0.75,0.331,16.84162,1
9.6,-0.71,1.41,1.205,13.856293,0
10.71,1.62,2.07,0.444,16.757576,1
7.71,5.05,0.64,1.093,16.226456,0
9.87,9.02,1.59,0.51,19.646034,1
8.56,10.65,1.11,0.532,18.696747,1
8.69,10.38,1.08,0.537,18.770985,1
7.74,5.04,0.99,1.114,16.252151,0
8.66,4.01,1.06,0.391,16.675722,1
8.32,0.19,0.78,1.515,9.713768,0
9.65,0.29,1.5,1.72,11.961989,1
6.61,4.02,0.78,-0.04,14.63113,0
9.83,2.3,10.4,0.587,16.63864,1
7.49,6.44,0.61,1.185,16.534428,0
7.17,10.38,0.89,0.375,17.250986,1
7.6,4.67,0.87,1.1,15.946585,0
7.59,25.15,0.97,0.626,19.59269,1
9.85,4.39,1.85,0.652,18.062323,1
8.8,9.45,1.41,0.47,18.677158,1
9.07,0.67,1.14,1.163,13.200374,1
6.27,13.84,0.52,0.44,16.975681,1
8.3,0.33,1.19,1.08,10.8925705,0
6.43,8.43,1.03,1.122,16.059137,0
8.2,2.54,1.04,1.15,15.224169,0
9.03,0.23,0.99,1.288,10.838639,0
10.27,-1.88,1.24,0.099,16.640789,0
9,10.61,1.45,0.566,19.128576,1
8.5,7.31,1.14,0.469,17.819588,1
5.55,9.4,0.88,0.398,15.415639,0
9.17,5.44,1.15,0.452,17.847996,1
5.5,8.81,0.82,0.029,15.224879,1
7.97,3.52,1.01,1.438,15.702713,0
8.95,1.64,0.91,1.592,15.0242195,0
3.69,57.19,0.62,0.844,17.4766,1
8.1,1.5,1.08,1.227,13.980456,0
8.54,1.63,1.09,0.97,14.600939,0
6.04,7.07,1,1.081,15.287097,0
9.09,4.26,1.28,0.44,17.23705,1
9.23,5.62,1.23,0.995,17.978682,0
6.91,3.56,0.78,1.249,14.66725,0
6.96,2.73,0.81,0.788,14.140814,0
9.22,0.17,1,1.088,10.372245,0
6.88,14.68,1,0.312,17.71363,1
8.76,1.47,1.31,1.008,14.596587,1
8.96,12.98,1.22,0.71,19.526373,1
7.61,3.86,0.82,1.001,15.542936,0
8.68,4.98,0.83,1.205,17.166147,0
8.02,6.29,0.91,0.269,17.013252,1
8.38,3.59,1.21,0.891,16.155472,0
8.07,0.49,0.9,0.535,11.52098,0
8.15,1.54,1.17,1.397,14.087604,0
9.94,5.79,1.76,0.626,18.753391,1
6.67,5.89,0.85,1.077,15.5205765,0
9.24,2.9,1.24,1.26,16.55199,0
7.73,13.47,0.89,0.401,18.376839,1
8.1,4.01,1.05,0.944,16.115723,1
7.06,7.14,0.76,0.365,16.328491,0
8.51,7.73,1.21,0.559,17.950897,1
7.04,5.52,0.75,1.017,15.749696,0
6.71,4.45,0.91,0.879,14.9518,0
6.8,5.39,0.84,1.524,15.457944,0
6.59,5.05,0.81,1.351,15.106457,0
9.21,6.73,1.24,0.566,18.350075,1
9.35,1.11,1.11,1.022,14.576615,0
6.11,0.57,0.69,-0.151,9.889375,0
8.97,0.77,1.06,1.241,13.402454,0
6.15,22.09,0.65,0.524,17.87098,0
9.05,4.73,0.94,0.909,17.424305,1
2.07,16.36,0.76,1.576,13.138916,0
9,5.6,1.24,0.457,17.74094,1
8.59,3.66,2.35,-0.001,16.407406,1
8.7,4.19,1.23,0.171,16.81107,0
8.73,1.42,1.2,1.124,14.491442,0
5.63,12.61,0.68,-0.059,16.133575,1
8.38,3.31,1.1,1.137,15.979139,0
9.27,3.72,0.94,1.336,17.122715,0
7.58,3.64,0.94,1.271,15.385508,1
8.16,4.63,0.7,0.921,16.487904,0
8.61,5.35,1.03,1.041,17.251768,0
8.41,2.74,0.73,1.191,15.598753,0
6.35,7.92,0.82,-0.002,15.843626,1
5.98,7.18,0.9,1.119,15.260622,0
8.4,15.59,1.43,0.566,19.364231,1
8.83,14.72,1.07,0.59,19.669538,1
6.11,8.87,0.77,1.109,15.849619,0
4.34,4.97,0.82,-0.123,12.821781,1
8.64,0.65,1.16,0.95,12.704567,1
8.98,1.08,1.13,1.257,14.147119,0
7.18,8.95,0.6,0.156,16.939116,1
6.43,26.54,0.68,0.415,18.549505,1
7.98,0.59,1.11,1.477,11.83426,0
6.17,10.21,0.7,0.066,16.215128,1
6.41,3.29,0.85,1.306,13.995979,0
8.95,8.88,1.23,0.625,18.692064,1
8.36,5.61,1.87,0.441,17.104813,1
5.17,18.08,0.9,0.128,16.455992,1
7.64,11.63,1.11,0.479,17.967897,1
9.16,9.89,1.18,0.782,19.135983,1
9.36,0.01,1.53,1.094,4.3599997,0
9.09,-1.8,1.56,0.644,15.366363,0
9.03,3.53,4.6,0.664,16.768873,1
5.72,6.17,0.71,-0.056,14.671425,1
6.74,9.62,0.76,0.191,16.655876,1
5.69,7.76,1.11,-0.01,15.139309,1
9.35,4.95,1.32,0.67,17.823025,1
8.79,5.13,1.14,0.325,17.340588,1
6.94,5.8,0.93,1.252,15.757139,0
7.27,13.56,0.92,0.609,17.9313,1
6.39,3.48,0.76,-0.103,14.097897,0
7.34,0.91,0.89,0.924,12.135207,0
2.28,59.89,0.56,0.38,16.16677,1
7.39,4.76,0.99,0.99,15.778034,0
5.67,10.02,0.71,1.119,15.674339,0
8.08,3.05,1.03,0.995,15.501499,0
9.47,6.94,1.26,0.572,18.676798,1
10.2,-0.01,1.63,0.461,5.2,1
8.97,20.86,2.16,0.807,20.566574,1
6.4,6.85,0.66,0.995,15.578453,0
8.62,7.41,1.07,0.992,17.96909,0
8.37,3.14,1.14,1.109,15.854649,0
9.25,-1.02,1.25,1.021,14.293001,1
8.78,6.39,1.21,0.844,17.807503,0
9.11,2.94,1.03,1.092,16.451736,0
8.86,1.67,1.29,1.02,14.973581,0
8.47,4.47,1,1.304,16.721539,0
8.08,3.45,0.94,1.156,15.769095,0
8.6,1.11,1.31,1.412,13.826615,0
7.05,6.57,0.86,1.05,16.137829,0
8.46,20.6,1.06,0.748,20.029335,1
10.84,-1.66,1.51,0.045,16.94054,0
8.96,1.78,2.76,0.188,15.2121,0
7.63,13.46,1.61,0.491,18.275227,1
6.35,16.82,0.85,0.493,17.47913,1
6.97,51.27,0.88,0.766,20.519316,1
9.16,6.17,1.38,0.546,18.111425,1
7.71,5.48,0.85,0.085,16.403904,1
8.52,2.53,1.41,0.16,15.535603,1
8.72,1.33,0.8,1.309,14.339258,0
6.12,8.86,0.55,0.935,15.857168,0
9.61,6.01,1.33,0.523,18.504372,1
8.67,0.6,1.25,1.066,12.560757,0
9.6,-1.65,1.66,0.197,15.68742,1
9.36,2.39,1.34,0.358,16.25199,1
9.09,0.09,1.29,1.451,8.861213,0
5.16,20.42,0.73,0.442,16.710278,0
7.77,5.68,0.83,1.051,16.541742,0
8.37,1.8,0.76,1.435,14.646362,0
8.83,-1.79,2.42,0.724,15.094265,0
8.6,11.16,1.52,0.481,18.838322,1
12.15,14.8,4.83,1.387,23.001308,1
7.47,1.65,1.01,1.415,13.55742,0
9.19,7.22,1.27,0.596,18.482685,1
9.19,6.09,1.22,0.636,18.113087,1
8.74,2.83,1.14,1.18,15.998932,0
6.93,7.77,0.88,0.994,16.382105,0
8.85,8.01,0.94,0.518,18.368164,1
7.96,2.01,1.08,1.562,14.475981,0
9.31,2.98,1.37,1.045,16.681082,0
7.22,0.31,0.82,1.51,9.676808,0
9.12,4.61,1.4,0.471,17.438503,1
7.33,2.47,0.77,1.64,14.293485,0
8.5,12.24,1.15,0.573,18.938908,1
6.09,12.12,1.11,0.186,16.507515,1
7.64,4.53,0.84,0.317,15.92049,0
8.57,13.92,1.11,0.644,19.288195,1
7.15,7.12,1.44,1.496,16.4124,0
8.23,4.41,1.1,0.986,16.452192,0
9.99,3.91,1.48,0.515,17.950884,1
5.21,22.09,2.04,0.32,16.93098,1
8.27,4.17,1.04,0.323,16.370682,0
9.08,13.15,2.1,0.705,19.67463,1
7.11,3.7,0.93,1.26,14.95101,0
7.14,10.32,0.82,0.464,17.208399,1
8.49,5.91,0.94,0.431,17.347939,1
9.76,19.25,1.67,0.74,21.182154,1
9.69,9.67,1.46,0.703,19.61713,1
9.14,0.76,1.06,0.898,13.544068,0
7.21,3.38,0.91,1.53,14.854584,0
8.52,3.87,0.91,0.354,16.458555,1
9.82,4.88,1.51,1.18,18.262098,1
8.17,7.15,1.41,0.563,17.44153,1
8.66,37.6,2.02,1.197,21.535938,1
8.4,2.9,0.72,-0.057,15.71199,1
8.49,1.18,1.1,1.158,13.84941,0
9.65,8.98,1.65,0.641,19.416382,1
9.83,10.07,1.54,0.618,19.845146,1
7.36,7.25,0.62,0.006,16.66169,1
7.93,0.34,0.74,1.57,10.587395,0
8.57,3.22,0.96,1.314,16.10928,0
8.56,2.29,1.06,0.95,15.359179,0
8.69,5.45,1.26,0.549,17.371983,1
8.57,-0.16,1.12,1.612,9.590599,0
8.15,2.61,0.74,1.201,15.233202,0
5.66,1.79,0.68,0.595,11.924265,0
6.51,6.65,0.56,0.97,15.624108,0
7.39,6.16,0.64,1.086,16.337904,0
8.53,2.66,1.1,1.039,15.654408,0
7.53,2.76,0.86,1.468,14.734547,0
8.62,8.05,0.8,0.749,18.14898,0
7.88,5.03,0.85,0.473,16.38784,1
6.95,5.66,0.94,1.574,15.714082,0
9.66,2.7,1.84,0.423,16.816818,1
7.51,24.85,0.92,0.595,19.486633,1
8.55,7.31,0.77,0.417,17.869587,1
9.08,4.73,1.34,0.798,17.454306,1
6.05,2.93,0.72,1.58,13.384338,0
8.4,2.19,0.77,1.014,15.102221,0
7.12,2.03,0.81,1.722,13.65748,0
8.72,1.42,1.32,1.183,14.4814415,0
9.27,-0.29,1.18,1.423,11.58199,0
7.93,3.32,0.7,1.608,15.53569,0
8.69,22.16,0.98,0.722,20.417847,1
9.63,4.46,1.42,0.489,17.876675,1
8.7,2.07,1.24,1.055,15.279852,0
6.46,9.68,1.01,0.248,16.389378,1
8.1,0.76,1.12,1.477,12.504068,0
9.04,3.96,1.35,1,17.028477,0
5.07,41.8,0.75,0.502,18.17588,1
9.71,7.35,2.05,0.417,19.041437,1
8.85,4.41,0.77,0.585,17.072193,1
9.44,5.68,4.61,0.439,18.211742,1
5.92,2.16,0.87,0.512,12.592269,0
9.97,8.3,1.74,0.671,19.565392,1
9.26,5.07,1.06,1.174,17.78504,0
8.11,14.91,1.01,0.484,18.977386,1
5.94,17.97,0.74,0.444,17.21274,1
9.4,8.99,1.06,0.559,19.168798,1
7.4,13.41,1.5,0.631,18.037144,1
9.78,9.26,1.19,0.617,19.613056,1
8.16,11.86,1.23,0.495,18.530424,1
6.81,28.91,0.73,0.596,19.11524,1
9.48,5.52,1.74,0.53,18.189695,1
9.17,2.4,1.5,0.311,16.071056,1
9.23,3.97,1.54,0.46,17.223953,1
8.51,10.69,1.08,0.553,18.654888,1
4.53,18.95,4.35,0.147,15.918047,1
8.58,5.13,0.91,1.29,17.130587,0
9.38,13.46,1.29,0.662,20.025227,1
6.2,10.01,0.54,1.114,16.20217,0
7.34,19.39,1.5,0.473,18.77789,1
8.4,1.28,1.15,1.187,13.936049,0
8.27,1.48,1.15,1.388,14.121309,0
9.08,6.43,0.9,0.381,18.121056,1
7.45,2.99,1.06,1.535,14.828356,0
5.29,13.45,0.5,1.049,15.933611,0
8.79,2.51,1.27,1.266,15.788368,0
5.77,9.4,0.78,-0.084,15.635639,1
7.04,5.61,0.72,1.122,15.784814,0
8.65,4.93,0.98,0.37,17.114235,1
7.72,2.11,0.91,0.747,14.341412,0
8.61,2.9,1.1,1.337,15.921989,0
8.97,5.34,1.97,1.3,17.607706,1
9.52,10.27,1.08,0.735,19.577852,0
8.48,4.19,1.95,1.2,16.59107,0
9.48,0.22,1.42,1.141,11.192113,0
8.2,2.34,1.23,1.499,15.04608,0
7.82,4.11,0.8,1.041,15.88921,0
6.93,4.4,0.85,1.085,15.147263,0
8.25,10.71,1.08,0.571,18.398947,1
7.07,6.46,0.9,1.013,16.121162,0
6.89,10.86,0.86,0.456,17.069149,1
9.71,5.63,0.96,0.595,18.462543,1
7.81,4.61,0.9,0.933,16.128504,0
8.69,3.64,1.19,0.999,16.495506,0
8.41,8.94,0.8,0.464,18.166687,1
8.01,1.4,0.93,1.551,13.740641,0
5.42,4.06,0.55,-0.066,13.46263,0
7.93,4.37,0.77,0.964,16.132408,0
9.83,5.65,1.26,0.528,18.590242,1
4.26,12.63,0.86,0.942,14.767016,0
8.59,2.3,1.25,0.391,15.39864,0
6.03,7.21,0.74,-0.063,15.319675,0
6.67,16.33,1.59,0.518,17.734932,1
9.41,2.46,1.07,0.967,16.364676,0
6,11.49,0.64,0.029,16.3016,1
5.01,13.46,0.76,0.883,15.655226,0
6.17,12.17,0.75,0.959,16.596453,0
6.97,2.33,0.54,1.628,13.80678,0
9.53,3.14,1.24,0.229,17.014648,0
7.5,8.63,1.04,0.488,17.180054,1
7.2,-0.69,9.62,0.085,11.394245,1
7.12,2.63,0.73,0.019,14.219778,0
5.87,9.91,0.88,0.966,15.8503685,0
6.22,2.84,0.69,0.032,13.486591,1
5.76,6.25,0.83,1.185,14.739401,0
9.5,5.02,2.08,0.439,18.00352,1
4.79,10.01,0.77,1.572,14.79217,0
5.23,9.49,0.82,1.396,15.116331,0
6.61,4.96,0.57,1.079,15.087408,0
6.36,17.34,0.71,0.457,17.555244,1
7.25,10.89,1.03,1.019,17.435139,0
9.55,45.4,1.55,1.267,22.83528,1
8.88,8.42,1.24,0.409,18.506561,1
7.2,3.12,0.91,1.673,14.670773,0
7.32,4.71,0.59,1.031,15.685104,0
8.87,4.22,1.12,0.09,16.996563,1
8.7,11.62,0.82,0.874,19.026031,1
5.98,7.16,0.94,0.941,15.254564,0
9.16,9.14,1.53,0.922,18.964731,1
8.78,2.32,0.88,1.113,15.607439,0
9.29,5.12,1.29,0.084,17.83635,1
9.02,4.84,0.92,0.488,17.444227,1
6.32,7.08,0.8,0.879,15.570166,1
7.01,6.83,0.98,0.967,16.182104,0
9.05,9,1.59,0.516,18.821213,1
8.72,2.21,0.81,0.965,15.441961,0
8.69,2.19,0.8,1.126,15.39222,0
8.97,2.99,1.04,1.136,16.348356,0
8.84,2.58,1.08,-0.104,15.898098,1
6.77,-0.03,0.75,1.725,4.1556063,0
8.38,4.33,1.15,-0.06,16.562439,1
9.23,2.51,0.98,1.313,16.228367,0
